name,color,cropping,marker size,label locations
BB,0.6,0.150,75,47
BE,0.4,0.175
BW,0.0,0.890
BY,0.4,0.830
HB,0.0,0.000
HE,0.2,0.111
HH,0.8,1.000
MV,0.2,1.000
NI,0.4
NW,0.6
RP,0.8
SH,0.0
SL,0.4
SN,0.2
ST,0.8
TH,0.0
