number,name,submap,latitude,longitude,values,date
343,Prince William Forest Park,VA,38.58581645654556,-77.38427849677515,0.0,20151009
344,Pullman NHP,IL,41.694052159675294,-87.60764955412142,0.0,0
345,Pu'uhonua O Honaunau NHP,HI,19.40935111557417,-155.90255421719624,0.0,0
346,Pu'ukohola Heiau NHS,HI,20.02606480514125,-155.82188023655408,0.0,0
347,Rainbow Bridge NM,UT,37.07766319908669,-110.96431073948575,0.0,0
348,Reconstruction Era NHP,SC,32.433212756949544,-80.67107233125616,0.0,20190527
349,Redwood NP,CA,41.53380287131973,-124.04382291529014,0.0,20190630
350,Richmond NBP,VA,37.52734177245004,-77.4121627850455,0.0,20151011
351,Rio Grande WSR,TX,29.613944470361403,-102.73736666474916,0.0,20171217
352,River Raisin NBP,MI,41.916019951937415,-83.37988243092043,0.0,0
353,Rock Creek Park,DC,38.9678739294092,-77.04520712383106,0.0,20160326
354,Rocky Mountain NP,CO,40.40869375521765,-105.6908692694385,0.0,20181011
355,Roger Williams NMem,RI,41.831666554625656,-71.41093694895771,0.0,20160928
356,Rosie the Riveter NHP,CA,37.91014225745344,-122.35753981287738,0.0,20190706
357,Ross Lake NRA,WA,48.78598588154543,-121.0655084524056,0.0,20210711
358,Russell Cave NM,AL,34.979203449482824,-85.80988442362127,0.0,20151003
359,Sagamore Hill NHS,NY,40.8858320639474,-73.50095453451405,0.0,0
360,Saguaro NP,AZ,32.20467663829397,-110.61892510750698,0.0,0
361,Saint Croix Island,ME,IHS,45.1289381530093,-67.13366902423219,0.0,0
362,Saint Croix NSR,WI,46.0283998254678,-92.01263619919912,0.0,0
363,Saint Paul's Church NHS,NY,40.89438746338239,-73.82627094885707,0.0,20180720
364,Saint-Gaudens NHS,NH,43.50072629535456,-72.36877778476047,0.0,20160922
365,Salem Maritime NHS,MA,42.52199042721769,-70.88697673901278,0.0,20160929
366,Salinas Pueblo Missions NM,NM,34.59573191065774,-106.29793519621064,0.0,0
367,Salt River Bay NHP&EP,VI,17.7758811938846,-64.75606700895979,0.0,0
368,San Antonio Missions NHP,TX,29.329821562472024,-98.45347913595717,0.0,20171216
369,San Francisco Maritime NHP,CA,37.80802602187967,-122.42455708167348,0.0,20150517
370,San Juan Island NHP,WA,48.58700119684524,-123.1508277173961,0.0,0
371,San Juan NHS,PR,18.4750503734245,-66.12333840402411,0.0,0
372,Sand Creek Massacre NHS,CO,38.54475888885499,-102.50388618527974,0.0,0
373,Sangre de Cristo NHA,CO,37.47124390214331,-105.86558895146295,0.0,20181016
374,Santa Fe NHT,NM,35.66545873512,-105.92109469700692,0.0,20181017
375,Santa Monica Mountains NRA,CA,34.10466997537783,-118.60263908965008,0.0,20160509
376,Saratoga NHP,NY,3.01287159349387,-73.64891159496638,0.0,20160921
377,Saugus Iron Works NHS,MA,42.4684333200987,-71.0083438605546,0.0,20160926
378,Scotts Bluff NM,NE,41.83463324578654,-103.70701227100844,0.0,20181011
379,Sequoia NP,CA,36.520013904619766,-118.5745746474029,0.0,0
380,Shenandoah Battlefields NHP,VA,39.02440273417588,-78.3052902906048,0.0,20160530
381,Shenandoah NP,VA,38.497963498666046,-78.45062738565689,0.0,20160530
382,Shiloh NMP,TN,35.139581603648566,-88.34230939690545,0.0,20171125
383,Sitka NHP,AK,57.0484537507505,-135.31593885480393,0.0,0
384,Sleeping Bear Dunes NL,Michel,45.14585925852495,-86.01338971755784,0.0,0
385,Springfield 1908 Race Riot NM,IL,39.80469445737653,-89.64178648952462,0.0,0
386,Springfield Armory NHS,MA,42.107681631969946,-72.58146839659979,0.0,20160929
387,Star Spangled Banner NST,MD,39.26628606208791,-76.57853102243804,0.0,20151010
388,Statue of Liberty NM,NY,40.689716984895945,-74.04462269160412,0.0,20180722
389,Ste Genevieve NHP,MI,37.97445286307878,-90.040880195565,0.0,0
390,Steamtown NHS,PA,41.40820984398974,-75.67200773386851,0.0,20160918
391,Stones River NB,TN,35.87643577935824,-86.43068853626157,0.0,20160810
392,Stonewall NM,NY,40.73487114136966,-74.00218348082537,0.0,20180722
393,Sunset Crater Volcano NM,AZ,35.37161656568228,-111.51083444941888,0.0,0
394,Tallgrass Prairie NPres,KS,38.43268785466905,-96.55707561920389,0.0,0
395,Thaddeus Kosciuszko NMem,PA,39.94391776366156,-75.14745768087887,0.0,20160716
396,Theodore Roosevelt Birthplace NHS,NY,40.73902066372994,-73.98906550893453,0.0,20180722
397,Theodore Roosevelt Inaugural NHS,NY,42.9016643587231,-78.8725290368659,0.0,0
398,Theodore Roosevelt Island Park,DC,38.89675439332076,-77.06231710443734,0.0,20151228
399,Theodore Roosevelt NP,ND,47.00318541794516,-103.54218625534534,0.0,0
400,Thomas Edison NHP,NJ,40.784456496080495,-74.23437371853547,0.0,20160917
402,Thomas Stone NHS,MD,38.530532025810444,-77.03627387774036,0.0,20151011
403,Timpanagos Cave NM,UT,40.44454739852495,-111.70532914676738,0.0,20150526
404,Timucuan EHPreserve,FL,30.454934739889342,-81.44967024142197,0.0,20190526
405,Tonto NM,AZ,33.64883366530531,-111.11368996606912,0.0,0
406,Trail of Tears NHT,TN,35.05162390652403,-85.30935632768336,0.0,20151003
407,Tule Lake NM,CA,41.88762026213523,-121.3771649610455,0.0,20190703
408,Tule Springs Fossil Beds NM,NV,36.33634030506516,-115.2786277206856,0.0,0
409,Tumacacori NHP,AZ,31.568285837422277,-111.05097372145596,0.0,0
410,Tupelo NB,MI,34.255973215842,-88.73702103097074,0.0,20171124
411,Tuskegee Airmen NHS,AL,32.457659237635085,-85.68018980447108,0.0,20160130
412,Tuskegee Institute NHS,AL,32.43020502951419,-85.7067467842917,0.0,20160129
413,Tuzigoot NM,AZ,34.769234145664775,-112.02682396108088,0.0,0
414,Ulysses S Grant NHS,MI,38.55145648971306,-90.35175170727464,0.0,0
415,Underground Railroad Network Park,VA,38.305326282619,-76.63601723271833,0.0,20151011
416,Upper Delaware SRR,PA,41.62699532904799,-75.0500431128111,0.0,20160918
417,Valles Caldera NPres,NM,35.832763469807944,-106.4870279557957,0.0,20181017
418,Valley Forge NHP,PA,40.10038812373427,-75.4460658106148,0.0,20160326
419,Vanderbilt Mansion NHS,NY,41.79759030759542,-73.94199583979432,0.0,20160919
420,Vicksburg NMP,MI,32.35554834483981,-90.84521808686046,0.0,20171130
421,Vietnam Veterans Mem,DC,38.89195576683313,-77.04774581624858,0.0,20151226
422,Virgin Islands Coral Reef NM,VI,18.300555028845825,-64.69713339288002,0.0,0
423,Virgin Islands NP,VI,18.36742755467638,-64.75126556759922,0.0,0
424,Voyageurs NP,MI,48.49728276771524,-92.84936472456582,0.0,0
425,Waco Mammoth NM,TX,31.608016015491604,-97.17604404492596,0.0,20171207
426,Walnut Canyon NM,AZ,35.16940616822444,-111.5044420167335,0.0,0
427,War in the Pacific NHP,Guam,13.426206246220213,144.69533281091287,0.0,0
428,Washington Monument Park,DC,38.89022987158848,-77.03533505408237,0.0,20151226
429,Washington-Rochambeau Rev. Rt. NHT,MA,42.095248975686815,-71.26956814381529,0.0,20151010
430,Washita Battlefield NM,OK,35.61741337364235,-99.68653227345727,0.0,20171222
431,Weir Farm NHP,CT,41.25777423800236,-73.45599708943593,0.0,0
432,Whiskeytown-Shasta-Trinity NRA,WA,40.61378394081933,-122.60099281457956,0.0,20190705
433,The White House - President's Park,DC,38.897954576743615,-77.03665460800121,0.0,20151226
434,White Sands NP,NV,32.83313815668474,-106.33868624096068,0.0,0
435,Whitman Mission NHS,WA,46.04190068027914,-118.46409764107824,0.0,20210714
436,William Howard Taft NHS,OH,39.11978221613583,-84.50830191830231,0.0,20181006
437,Wilson's Creek NB,MI,37.116460578708846,-93.41989684094852,0.0,20171126
438,Wind Cave NP,SD,43.59423782070069,-103.44191816180312,0.0,20181123
439,Wolf Trap Performing Arts Park,VA,38.93917027120216,-77.26607108516673,0.0,20151229
440,Womens Rights NHP,NY,42.91126499530107,-76.80002459166455,0.0,20160919
441,World War 1 Mem,DC,38.89687390768802,-77.03292131186517,0.0,20151226
442,World War II Mem,DC,38.88949764654867,-77.0405499177578,0.0,20151226
443,Wrangell-St Elias NP&NPres,AK,61.28282201506475,-142.89384237349654,0.0,0
444,Wright Brothers NM,NC,36.01705597857926,-75.66813561778213,0.0,20151024
445,Wupatki NM,AZ,35.56042848172072,-111.39348709384416,0.0,0
446,Yellowstone NP,WY,44.68939377098025,-110.580043488868,0.0,20150522
447,Yosemite NP,CA,37.90586066110149,-119.5541019052134,0.0,0
448,Yucca House NM,CO,37.25174562033068,-108.68580913172984,0.0,0
449,Yukon-Charley Rivers NPres,AK,64.97181265699774,-143.29073746461393,0.0,0
450,Zion NP,UT,37.31643555428096,-113.03070742173874,0.0,0
