name,submap,latitude,longitude,values,date
Tupelo NB,MI,34.255973215842,-88.73702103097074,0.0,20171124
Juan Bautista de Anza NHT,CA,34.20525394500215,-118.73561680339486,0.0,20160509
Ninety Six NHS,SC,34.14724334931511,-82.02301222329851,0.0,20150823
Santa Monica Mountains NRA,CA,34.10466997537783,-118.60263908965008,0.0,20160509
Gullah Geechee NHA,GA,34.01890018921234,-78.51538119654482,0.0,20150531
Arkansas Post NMem,AR,34.01556620523531,-91.34445929380512,0.0,20171130
Chattahoochee River NRA,GA,33.98809176877906,-84.32412598232797,0.0,20151004
Emmett Till and Mamie Till-Mobley NM,MS,33.97134681129783,-90.36974346216658,0.0,20171130
Kennesaw Mountain NBP,GA,33.95179155359891,-84.59650921490585,0.0,20151004
Joshua Tree NP,CA,33.93048075383822,-115.91606998679704,0.0,20160510
Congaree NP,SC,33.80084711424209,-80.74829159317974,0.0,20160912
Natchez Trace PKWY,TN,33.76735835037296,-89.01880331235533,0.0,20171124
Martin Luther King Jr. NHP,GA,33.75714600882538,-84.37319605556712,0.0,20171124
President Bill Clinton Birthplace Home NHS,AR,33.668742302880155,-93.59631669160082,0.0,20171129
Freedom Riders NM,AL,33.6584228571367,-85.83112868981452,0.0,20171124
Tonto NM,AZ,33.64883366530531,-111.11368996606912,0.0,0
Gila Cliff Dwellings NM,NM,33.22795002584763,-108.27075024617696,0.0,0
Hohokam Pima NM,AZ,33.189372785758074,-111.92248982868315,0.0,0
Casa Grande Ruins NM,AZ,32.99909245464712,-111.53241774574644,0.0,0
Horseshoe Bend NMP,AL,32.9767063477324,-85.73377386958398,0.0,20160130
Charles Pinckney NHS,SC,32.84645072770478,-79.8247283657227,0.0,20160501
White Sands NP,NV,32.83313815668474,-106.33868624096068,0.0,0
Ocmulgee NHP,GA,32.818837610157026,-83.59076627922907,0.0,20160131
Fort Sumter and Fort Moultrie NHP,SC,32.75981148377225,-79.8578752449654,0.0,20160501
Cabrillo NM,CA,32.67293733950517,-117.24175140979192,0.0,0
Poverty Point NM,LA,32.637297841185884,-91.40342207847908,0.0,20171130
Tuskegee Airmen NHS,AL,32.457659237635085,-85.68018980447108,0.0,20160130
Reconstruction Era NHP,SC,32.433212756949544,-80.67107233125616,0.0,20190527
Tuskegee Institute NHS,AL,32.43020502951419,-85.7067467842917,0.0,20160129
Vicksburg NMP,MI,32.35554834483981,-90.84521808686046,0.0,20171130
Medgar and Myrlie Evers Home NM,MI,32.341126018146845,-90.21268749448268,0.0,20171130
Saguaro NP,AZ,32.20467663829397,-110.61892510750698,0.0,0
Andersonville NHS,GA,32.20146796789183,-84.13030582800279,0.0,20160131
Carlsbad Caverns NP,NM,32.17622068890717,-104.55331389560854,0.0,20171221
Fort Bowie NHS,AZ,32.1451586188662,-109.43602833411266,0.0,0
Jimmy Carter NHP,GA,32.03728597037987,-84.39251193737125,0.0,20160131
Organ Pipe Cactus NM,NM,32.02837284136767,-112.8321304688935,0.0,0
Fort Pulaski NM,GA,32.027863660360694,-80.89063702285925,0.0,20190527
Chiricahua NM,AZ,32.01290731717124,-109.34167667779104,0.0,0
Guadalupe Mountains NP,TX,31.9589121390612,-104.86959153708794,0.0,20171221
Chamizal NMem,TX,31.767643255403783,-106.45448235159544,0.0,0
Cane River Creole NHP,LA,31.66571383865032,-93.0049360602622,0.0,20171205
Waco Mammoth NM,TX,31.608016015491604,-97.17604404492596,0.0,20171207
Tumacacori NHP,AZ,31.56828583742228,-111.05097372145596,0.0,0
Natchez NHP,MI,31.55511794609357,-91.41234386494534,0.0,20171205
Coronado NMem,AZ,31.348304883610044,-110.25380577260728,0.0,0
Fort Frederica NM,GA,31.225107772442644,-81.39206227361004,0.0,20190525
Cumberland Island NS,GA,30.84833796185664,-81.45450234957572,0.0,20190525
Fort Davis NHS,TX,30.59919755644444,-103.89528065426806,0.0,20171220
Big Thicket NPres,TX,30.45862574311853,-94.38729007732148,0.0,20171206
Timucuan EHPreserve,FL,30.454934739889342,-81.44967024142197,0.0,20190526
Fort Caroline NMem,FL,30.38523898117681,-81.49805788752774,0.0,20190526
Gulf Islands NS,MS,30.3570861223782,-87.0357011912012,0.0,20171201
Blackwell School NHS,TX,30.30681265935992,-104.0222380302915,0.0,20171220
Lyndon B Johnson NHP,TX,30.243551607192924,-98.60866843491596,0.0,20171207
New Orleans Jazz NHP,LA,29.960042268171502,-90.06088390668913,0.0,20171202
Castillo de San Marcos NM,FL,29.90102236565814,-81.31226736592903,0.0,20190526
Jean Lafitte NHP&Pres,LA,29.81087137659588,-90.13394258486508,0.0,20171202
Fort Matanzas NM,FL,29.716302643676983,-81.23862860756007,0.0,20190526
Rio Grande WSR,TX,29.613944470361403,-102.73736666474916,0.0,20171217
Amistad NRA,TX,29.46726464739574,-100.9883945504542,0.0,20171217
San Antonio Missions NHP,TX,29.329821562472024,-98.45347913595717,0.0,20171216
Big Bend NP,TX,29.25153819248617,-103.25001827837691,0.0,20171217
Canaveral NS,FL,28.79683473825889,-80.76006416946832,0.0,20191222
De Soto NMem,FL,27.52460509886887,-82.64340427475564,0.0,20191226
Padre Island NS,TX,27.08627597574708,-97.38411526965062,0.0,20171208
Big Cypress NPres,FL,26.049706854121258,-81.07578553564811,0.0,20191222
Palo Alto Battlefield NHP,TX,26.018016465001296,-97.47898065431656,0.0,20171210
Biscayne NP,FL,25.61069155388161,-80.19687771558291,0.0,20191222
Everglades NP,FL,25.47677157671784,-80.88595589209235,0.0,20191222
Dry Tortugas NP,FL,24.633968405637216,-82.87349144875289,0.0,20191225
Honouliuli NHS,HI,21.390279031707244,-158.05810964850176,0.0,0
Pearl Harbor NMem,HI,21.367947081906653,-157.9388892425156,0.0,0
Kalaupapa NHP,HI,21.193378009609937,-156.96663569830332,0.0,0
Haleakala NP,HI,20.728288535954057,-156.15643618107651,0.0,0
Pu'ukohola Heiau NHS,HI,20.02606480514125,-155.82188023655408,0.0,0
Kaloko-Honokohau NHP,HI,19.67825897519251,-156.02163653630075,0.0,0
Hawaii Volcanoes NP,HI,19.556020900995943,-155.4743123921899,0.0,0
Pu'uhonua O Honaunau NHP,HI,19.40935111557417,-155.90255421719624,0.0,0
San Juan NHS,PR,18.4750503734245,-66.12333840402411,0.0,0
Virgin Islands NP,VI,18.36742755467638,-64.75126556759922,0.0,0
Virgin Islands Coral Reef NM,VI,18.300555028845825,-64.69713339288002,0.0,0
Buck Island Reef NM,VI,17.786628479419395,-64.62188475568158,0.0,0
Salt River Bay NHP&EP,VI,17.7758811938846,-64.75606700895979,0.0,0
Christiansted NHS,VI,17.7474331310613,-64.7023289181468,0.0,0
War in the Pacific NHP,Guam,13.426206246220213,144.69533281091287,0.0,0
Saratoga NHP,NY,3.01287159349387,-73.64891159496638,0.0,20160921
National Park of American Samoa NP,AS,-14.251819010320196,-170.68671837448667,0.0,0
