submap,latitude,longitude,date,name,geometry
KS,38.43268785466905,-96.55707561920387,,Tallgrass Prairie NPres,POINT (-96.55707561920387 38.43268785466905)
UT,38.39710932742917,-109.9720074738202,2015-05-27,Canyonlands NP,POINT (-109.9720074738202 38.39710932742917)
VA,38.305326282619,-76.63601723271833,2015-10-11,Underground Railroad Network Park,POINT (-76.63601723271833 38.305326282619)
VA,38.293988346698434,-77.46742910725627,2015-10-09,Fredericksburg and Spotsylvania NMP,POINT (-77.46742910725627 38.293988346698434)
WV,38.22416027317687,-80.99140617671122,2015-09-06,Gauley River NRA,POINT (-80.99140617671122 38.22416027317687)
VA,38.18398079647575,-76.92023697032334,2015-10-10,George Washington Birthplace NM,POINT (-76.92023697032334 38.18398079647575)
KS,38.18308288393273,-99.22114560520824,,Fort Larned NHS,POINT (-99.22114560520824 38.18308288393273)
UT,38.13376410922067,-111.15776496672925,,Capitol Reef NP,POINT (-111.15776496672925 38.13376410922067)
IN,38.114270108171134,-86.99553875200334,2016-08-11,Lincoln Boyhood NMem,POINT (-86.99553875200334 38.114270108171134)
VA,38.077546119762125,-75.23576133389882,2016-03-25,Assateague Island NS,POINT (-75.23576133389882 38.077546119762125)
CA,38.058786541140016,-122.03021316622797,2019-07-06,Port Chicago Naval Magazine NM,POINT (-122.03021316622797 38.058786541140016)
CO,38.056584804714674,-102.32927880606826,,Amache NHS,POINT (-102.32927880606826 38.056584804714674)
CA,38.05449275957061,-122.88788051767848,2019-06-29,Point Reyes NS,POINT (-122.88788051767848 38.05449275957061)
CO,38.040933959991136,-103.42962284017536,,Bent's Old Fort NHS,POINT (-103.42962284017536 38.040933959991136)
CA,37.99269370601797,-122.13109641021796,2019-07-06,John Muir NHS,POINT (-122.13109641021796 37.99269370601797)
MI,37.97445286307878,-90.040880195565,,Ste Genevieve NHP,POINT (-90.040880195565 37.97445286307878)
WV,37.929867069231705,-81.05061775034413,2015-09-06,New River Gorge NP&Pres,POINT (-81.05061775034413 37.929867069231705)
CA,37.91014225745344,-122.35753981287738,2019-07-06,Rosie the Riveter NHP,POINT (-122.35753981287738 37.91014225745344)
CA,37.905860661101485,-119.5541019052134,,Yosemite NP,POINT (-119.5541019052134 37.905860661101485)
CA,37.89779185038824,-122.58146869163156,2015-05-18,Muir Woods NM,POINT (-122.58146869163156 37.89779185038824)
CO,37.862279497605634,-105.64652411676616,2018-10-16,Great Sand Dunes NP,POINT (-105.64652411676616 37.862279497605634)
CA,37.84745766255077,-122.5306164445791,2015-05-17,Golden Gate NRA,POINT (-122.5306164445791 37.84745766255077)
KS,37.84416586833918,-94.70439398735597,2017-11-26,Fort Scott NHS,POINT (-94.70439398735597 37.84416586833918)
CA,37.82711919868201,-122.02724911568154,2019-07-06,Eugene O'Neall NHS,POINT (-122.02724911568154 37.82711919868201)
CA,37.81122890245474,-122.47692668756206,2015-05-17,Fort Point NHS,POINT (-122.47692668756206 37.81122890245474)
CA,37.80802602187967,-122.42455708167348,2015-05-17,San Francisco Maritime NHP,POINT (-122.42455708167348 37.80802602187967)
KY,37.79752247563955,-84.60079625267547,2016-08-14,Camp Nelson NM,POINT (-84.60079625267547 37.79752247563955)
UT,37.78267989073463,-112.2243072660506,,Bryce Canyon NP,POINT (-112.2243072660506 37.78267989073463)
UT,37.63689266299551,-112.8452291051868,,Cedar Breaks NM,POINT (-112.8452291051868 37.63689266299551)
CA,37.61622764485837,-119.08765356158388,,Devils Postpile NM,POINT (-119.08765356158388 37.61622764485837)
UT,37.60326572500643,-110.00577117519128,,Natural Bridges NM,POINT (-110.00577117519128 37.60326572500643)
DC,37.548311004733286,-77.43732103629337,2015-12-29,Maggie L Walker NHS,POINT (-80.11963108880092 -11.55066985800132)
KY,37.53116708075535,-85.73749279514995,2016-08-11,Abraham Lincoln Birthplace NHP,POINT (-85.73749279514995 37.53116708075535)
VA,37.52734177245004,-77.41216278504551,2015-10-11,Richmond NBP,POINT (-77.41216278504551 37.52734177245004)
CO,37.471243902143314,-105.86558895146295,2018-10-16,Sangre de Cristo NHA,POINT (-105.86558895146295 37.471243902143314)
WV,37.4515631844162,-81.17338657323535,2015-09-06,Bluestone NSR,POINT (-81.17338657323535 37.4515631844162)
UT,37.384064675714555,-109.0726142765121,,Hovenweep NM,POINT (-109.0726142765121 37.384064675714555)
VA,37.38065164573938,-78.79833524421805,2015-08-08,Appomattox Court House NHP,POINT (-78.79833524421805 37.38065164573938)
UT,37.31643555428096,-113.03070742173874,,Zion NP,POINT (-113.03070742173874 37.31643555428096)
CO,37.25174562033068,-108.68580913172984,,Yucca House NM,POINT (-108.68580913172984 37.25174562033068)
VA,37.23099860014624,-76.50276750954013,2016-03-25,Colonial NHP,POINT (-76.50276750954013 37.23099860014624)
VA,37.22923164346111,-77.36629222427091,2015-10-11,Petersburg NB,POINT (-77.36629222427091 37.22923164346111)
KY,37.215877360005265,-86.11618919403338,2016-08-12,Mammoth Cave NP,POINT (-86.11618919403338 37.215877360005265)
VA,37.21256772288552,-76.77824888619585,2015-10-10,Captain John Smith Chesapeake NHT,POINT (-76.77824888619585 37.21256772288552)
CO,37.188141807176684,-108.48912674670676,,Mesa Verde NP,POINT (-108.48912674670676 37.188141807176684)
VA,37.120838178406046,-79.73187115273858,2015-08-08,Booker T Washington NM,POINT (-79.73187115273858 37.120838178406046)
MO,37.116460578708846,-93.41989684094851,2017-11-26,Wilson's Creek NB,POINT (-93.41989684094851 37.116460578708846)
UT,37.077663199086686,-110.96431073948575,,Rainbow Bridge NM,POINT (-110.96431073948575 37.077663199086686)
KY,37.06911848193139,-84.7359072587288,2016-08-14,Mill Springs Battlefield NM,POINT (-84.7359072587288 37.06911848193139)
CA,37.02078607831237,-117.17056931416845,,Death Valley NP,POINT (-117.17056931416845 37.02078607831237)
VA,37.00460661631604,-76.30726453741133,2016-03-25,Fort Monroe NM,POINT (-76.30726453741133 37.00460661631604)
AR,37.00086187807244,-91.0161332928979,2017-11-28,Ozark NSR,POINT (-91.0161332928979 37.00086187807244)
MO,36.986244563097856,-94.3547008893739,2017-11-26,George Washington Carver NM,POINT (-94.3547008893739 36.986244563097856)
UT,36.91997071660075,-111.4756957617485,,Glen Canyon NRA,POINT (-111.4756957617485 36.91997071660075)
CA,36.90569694354536,-118.55513341327976,,Kings Canyon NP,POINT (-118.55513341327976 36.90569694354536)
AZ,36.86336850972473,-112.73761125419036,,Pipe Spring NM,POINT (-112.73761125419036 36.86336850972473)
NM,36.836279297013725,-107.99953585471268,,Aztec Ruins NM,POINT (-107.99953585471268 36.836279297013725)
NM,36.802541963242966,-103.97549428620432,2018-10-16,Capulin Volcano NM,POINT (-103.97549428620432 36.802541963242966)
CA,36.72750810287364,-118.15283103919222,,Manzanar NHS,POINT (-118.15283103919222 36.72750810287364)
AZ,36.682093908463024,-110.53285950768348,,Navajo NM,POINT (-110.53285950768348 36.682093908463024)
KY,36.626614910865165,-83.60853013118215,2016-08-14,Cumberland Gap NHP,POINT (-83.60853013118215 36.626614910865165)
VA,36.569705436950635,-80.9078661772477,2015-08-02,Blue Ridge PKWY,POINT (-80.9078661772477 36.569705436950635)
TN,36.53594827877208,-84.66549172434746,2016-08-14,Big South Fork NRRA,POINT (-84.66549172434746 36.53594827877208)
CA,36.520013904619766,-118.5745746474029,,Sequoia NP,POINT (-118.5745746474029 36.520013904619766)
CA,36.518591641657125,-121.1892998584751,2015-05-15,Pinnacles NP,POINT (-121.1892998584751 36.518591641657125)
KY,36.48224353116664,-87.86347096398981,2016-08-10,Fort Donelson NB,POINT (-87.86347096398981 36.48224353116664)
AR,36.44385881148793,-94.02651815971468,2017-11-28,Pea Ridge NMP,POINT (-94.02651815971468 36.44385881148793)
AZ,36.39111870849107,-112.37343708324757,,Grand Canyon NP,POINT (-112.37343708324757 36.39111870849107)
NV,36.33634030506516,-115.2786277206856,,Tule Springs Fossil Beds NM,POINT (-115.2786277206856 36.33634030506516)
TN,36.16323500655847,-82.82948949948852,2016-08-06,Andrew Johnson NHS,POINT (-82.82948949948852 36.16323500655847)
NV,36.155341956641,-114.45586868146567,,Lake Mead NRA,POINT (-114.45586868146567 36.155341956641)
NC,36.133610846146176,-79.84162663628051,2015-06-06,Guilford Courthouse NMP,POINT (-79.84162663628051 36.133610846146176)
TN,36.122404326190924,-84.79019715571202,2016-08-09,Obed WSR,POINT (-84.79019715571202 36.122404326190924)
AZ,36.120141755106005,-109.3195505988222,,Canyon De Chelly NM,POINT (-109.3195505988222 36.120141755106005)
NM,36.0536404304614,-107.95587380525312,,Chaco Culture NHP,POINT (-107.95587380525312 36.0536404304614)
TN,36.02375975866061,-84.27136025462008,2016-08-09,Manhattan Project NHP,POINT (-84.27136025462008 36.02375975866061)
NC,36.019197998927325,-83.49297282087267,2016-10-08,Great Smoky Mountains NP,POINT (-83.49297282087267 36.019197998927325)
NC,36.01705597857926,-75.66813561778213,2015-10-24,Wright Brothers NM,POINT (-75.66813561778213 36.01705597857926)
AR,35.983222761297185,-92.7548347229774,2017-11-28,Buffalo NR,POINT (-92.7548347229774 35.983222761297185)
NC,35.93601269242656,-75.70873353513643,2015-10-24,Fort Raleigh NHS,POINT (-75.70873353513643 35.93601269242656)
NM,35.905864213775935,-105.01158073363452,2018-10-16,Fort Union NM,POINT (-105.01158073363452 35.905864213775935)
WA,35.881832804069134,-106.30273818972164,2018-10-17,Manhattan Project NHP,POINT (-106.30273818972164 35.881832804069134)
TN,35.87643577935824,-86.43068853626157,2016-08-10,Stones River NB,POINT (-86.43068853626157 35.87643577935824)
TN,35.874368325067714,-87.03210893168867,2017-11-24,Natchez Trace NST,POINT (-87.03210893168867 35.874368325067714)
NM,35.832763469807944,-106.4870279557957,2018-10-17,Valles Caldera NPres,POINT (-106.4870279557957 35.832763469807944)
NC,35.79712839076782,-75.54649250109124,2015-10-25,Cape Hatteras NS,POINT (-75.54649250109124 35.79712839076782)
NM,35.77932963,-106.2709601,2018-10-17,Bandelier NM,POINT (-106.2709601 35.77932963)
AZ,35.70964789371538,-109.55845198136298,,Hubbell Trading Post NHS,POINT (-109.55845198136298 35.70964789371538)
NM,35.66545873512,-105.92109469700692,2018-10-17,Santa Fe NHT,POINT (-105.92109469700692 35.66545873512)
TX,35.64469578447446,-101.58667666244273,2017-12-21,Lake Meredith NRA,POINT (-101.58667666244273 35.64469578447446)
OK,35.61741337364235,-99.68653227345727,2017-12-22,Washita Battlefield NM,POINT (-99.68653227345727 35.61741337364235)
TX,35.582621729309594,-101.67338698623377,2017-12-22,Alibates Flint Quarries NM,POINT (-101.67338698623377 35.582621729309594)
AZ,35.56042848172072,-111.39348709384416,,Wupatki NM,POINT (-111.39348709384416 35.56042848172072)
NM,35.54829816567577,-105.6844484540841,2018-10-18,Pecos NHP,POINT (-105.6844484540841 35.54829816567577)
OK,35.474196186458805,-97.5173002012818,2017-12-22,Oklahoma City NMem,POINT (-97.5173002012818 35.474196186458805)
AR,35.388314421692606,-94.42991962999923,2017-11-27,Fort Smith NHS,POINT (-94.42991962999923 35.388314421692606)
AZ,35.37161656568228,-111.51083444941888,,Sunset Crater Volcano NM,POINT (-111.51083444941888 35.37161656568228)
CA,35.3022484228907,-115.12676169366785,2016-05-11,Castle Mountains NM,POINT (-115.12676169366785 35.3022484228907)
NC,35.273994183420335,-82.44513734213795,2015-08-23,Carl Sandburg Home NHS,POINT (-82.44513734213795 35.273994183420335)
CA,35.224151503784924,-118.55829943529316,,Cesar E Chavez NM,POINT (-118.55829943529316 35.224151503784924)
AZ,35.16940616822444,-111.5044420167335,,Walnut Canyon NM,POINT (-111.5044420167335 35.16940616822444)
SC,35.14235749789572,-81.34473234331081,2015-07-18,Overmountain Victory NHT,POINT (-81.34473234331081 35.14235749789572)
TN,35.139581603648566,-88.34230939690545,2017-11-25,Shiloh NMP,POINT (-88.34230939690545 35.139581603648566)
SC,35.13908271736982,-81.39103892208101,2015-07-18,Kings Mountain NMP,POINT (-81.39103892208101 35.13908271736982)
SC,35.13788592322677,-81.81773929972637,2015-07-18,Cowpens NB,POINT (-81.81773929972637 35.13788592322677)
NM,35.12462130509288,-106.7525932837392,,Petroglyph NM,POINT (-106.7525932837392 35.12462130509288)
CA,35.123652153041824,-115.52045190907866,2016-05-11,Mojave NPres,POINT (-115.52045190907866 35.123652153041824)
NM,35.118986634423194,-107.82872250663256,,El Malpais NM,POINT (-107.82872250663256 35.118986634423194)
AZ,35.069264851450136,-109.78227152356266,,Petrified Forest NP,POINT (-109.78227152356266 35.069264851450136)
TN,35.05162390652403,-85.30935632768336,2015-10-03,Trail of Tears NHT,POINT (-85.30935632768336 35.05162390652403)
NM,35.0402178454769,-108.34396228822294,,El Morro NM,POINT (-108.34396228822294 35.0402178454769)
AL,34.979203449482824,-85.80988442362127,2015-10-03,Russell Cave NM,POINT (-85.80988442362127 34.979203449482824)
GA,34.93404256171934,-85.28013433441075,2015-10-03,Chickamauga and Chattanooga NMP,POINT (-85.28013433441075 34.93404256171934)
AZ,34.769234145664775,-112.02682396108088,,Tuzigoot NM,POINT (-112.02682396108088 34.769234145664775)
AR,34.73820634685888,-92.29748817211453,2017-11-29,Little Rock Central High School NHS,POINT (-92.29748817211453 34.73820634685888)
NC,34.64303868971449,-76.52659683778988,2015-06-01,Cape Lookout NS,POINT (-76.52659683778988 34.64303868971449)
AZ,34.611861882471445,-111.83487362556866,,Montezuma Castle NM,POINT (-111.83487362556866 34.611861882471445)
NM,34.59573191065774,-106.29793519621064,,Salinas Pueblo Missions NM,POINT (-106.29793519621064 34.59573191065774)
AR,34.5324235167162,-93.07239629017144,2017-11-29,Hot Springs NP,POINT (-93.07239629017144 34.5324235167162)
MS,34.5066804821213,-88.72893149352626,2017-11-24,Brices Gross Roads NBS,POINT (-88.72893149352626 34.5066804821213)
OK,34.461846496254104,-97.00702795511089,2017-12-23,Chickasaw NRA,POINT (-97.00702795511089 34.461846496254104)
NC,34.45868722443672,-78.11044020337408,2015-05-31,Moores Creek NB,POINT (-78.11044020337408 34.45868722443672)
AL,34.417061222852034,-85.60164551167304,2015-10-03,Little River Canyon NPres,POINT (-85.60164551167304 34.417061222852034)
CA,34.25876841189417,-119.79771947712774,2016-05-08,Channel Islands NP,POINT (-119.79771947712774 34.25876841189417)
MS,34.255973215842,-88.73702103097074,2017-11-24,Tupelo NB,POINT (-88.73702103097074 34.255973215842)
CA,34.205253945002156,-118.73561680339486,2016-05-09,Juan Bautista de Anza NHT,POINT (-118.73561680339486 34.205253945002156)
SC,34.14724334931511,-82.02301222329851,2015-08-23,Ninety Six NHS,POINT (-82.02301222329851 34.14724334931511)
CA,34.10466997537783,-118.60263908965008,2016-05-09,Santa Monica Mountains NRA,POINT (-118.60263908965008 34.10466997537783)
GA,34.01890018921234,-78.51538119654482,2015-05-31,Gullah Geechee NHA,POINT (-78.51538119654482 34.01890018921234)
AR,34.01556620523531,-91.34445929380512,2017-11-30,Arkansas Post NMem,POINT (-91.34445929380512 34.01556620523531)
GA,33.98809176877906,-84.32412598232797,2015-10-04,Chattahoochee River NRA,POINT (-84.32412598232797 33.98809176877906)
MS,33.971346811297835,-90.36974346216658,2017-11-30,Emmett Till and Mamie Till-Mobley NM,POINT (-90.36974346216658 33.971346811297835)
GA,33.95179155359891,-84.59650921490585,2015-10-04,Kennesaw Mountain NBP,POINT (-84.59650921490585 33.95179155359891)
CA,33.93048075383822,-115.91606998679704,2016-05-10,Joshua Tree NP,POINT (-115.91606998679704 33.93048075383822)
SC,33.80084711424209,-80.74829159317974,2016-09-12,Congaree NP,POINT (-80.74829159317974 33.80084711424209)
TN,33.76735835037296,-89.01880331235533,2017-11-24,Natchez Trace PKWY,POINT (-89.01880331235533 33.76735835037296)
GA,33.75714600882538,-84.37319605556712,2017-11-24,Martin Luther King Jr. NHP,POINT (-84.37319605556712 33.75714600882538)
AR,33.668742302880155,-93.59631669160082,2017-11-29,President Bill Clinton Birthplace Home NHS,POINT (-93.59631669160082 33.668742302880155)
AL,33.6584228571367,-85.83112868981453,2017-11-24,Freedom Riders NM,POINT (-85.83112868981453 33.6584228571367)
AZ,33.64883366530531,-111.11368996606912,,Tonto NM,POINT (-111.11368996606912 33.64883366530531)
NM,33.22795002584763,-108.27075024617696,,Gila Cliff Dwellings NM,POINT (-108.27075024617696 33.22795002584763)
AZ,33.189372785758074,-111.92248982868315,,Hohokam Pima NM,POINT (-111.92248982868315 33.189372785758074)
AZ,32.99909245464712,-111.53241774574644,,Casa Grande Ruins NM,POINT (-111.53241774574644 32.99909245464712)
AL,32.9767063477324,-85.73377386958398,2016-01-30,Horseshoe Bend NMP,POINT (-85.73377386958398 32.9767063477324)
SC,32.84645072770478,-79.8247283657227,2016-05-01,Charles Pinckney NHS,POINT (-79.8247283657227 32.84645072770478)
NV,32.83313815668474,-106.33868624096068,,White Sands NP,POINT (-106.33868624096068 32.83313815668474)
GA,32.818837610157026,-83.59076627922907,2016-01-31,Ocmulgee NHP,POINT (-83.59076627922907 32.818837610157026)
SC,32.759811483772246,-79.85787524496541,2016-05-01,Fort Sumter and Fort Moultrie NHP,POINT (-79.85787524496541 32.759811483772246)
CA,32.67293733950517,-117.24175140979192,,Cabrillo NM,POINT (-117.24175140979192 32.67293733950517)
LA,32.637297841185884,-91.40342207847907,2017-11-30,Poverty Point NM,POINT (-91.40342207847907 32.637297841185884)
AL,32.457659237635085,-85.68018980447107,2016-01-30,Tuskegee Airmen NHS,POINT (-85.68018980447107 32.457659237635085)
SC,32.433212756949544,-80.67107233125616,2019-05-27,Reconstruction Era NHP,POINT (-80.67107233125616 32.433212756949544)
AL,32.43020502951419,-85.7067467842917,2016-01-29,Tuskegee Institute NHS,POINT (-85.7067467842917 32.43020502951419)
MS,32.35554834483981,-90.84521808686047,2017-11-30,Vicksburg NMP,POINT (-90.84521808686047 32.35554834483981)
MS,32.341126018146845,-90.2126874944827,2017-11-30,Medgar and Myrlie Evers Home NM,POINT (-90.2126874944827 32.341126018146845)
AZ,32.20467663829397,-110.61892510750698,,Saguaro NP,POINT (-110.61892510750698 32.20467663829397)
GA,32.20146796789183,-84.13030582800279,2016-01-31,Andersonville NHS,POINT (-84.13030582800279 32.20146796789183)
NM,32.176220688907165,-104.55331389560854,2017-12-21,Carlsbad Caverns NP,POINT (-104.55331389560854 32.176220688907165)
AZ,32.1451586188662,-109.43602833411266,,Fort Bowie NHS,POINT (-109.43602833411266 32.1451586188662)
GA,32.03728597037987,-84.39251193737125,2016-01-31,Jimmy Carter NHP,POINT (-84.39251193737125 32.03728597037987)
NM,32.02837284136767,-112.8321304688935,,Organ Pipe Cactus NM,POINT (-112.8321304688935 32.02837284136767)
GA,32.027863660360694,-80.89063702285925,2019-05-27,Fort Pulaski NM,POINT (-80.89063702285925 32.027863660360694)
AZ,32.01290731717124,-109.34167667779104,,Chiricahua NM,POINT (-109.34167667779104 32.01290731717124)
TX,31.9589121390612,-104.86959153708794,2017-12-21,Guadalupe Mountains NP,POINT (-104.86959153708794 31.9589121390612)
TX,31.767643255403783,-106.45448235159544,,Chamizal NMem,POINT (-106.45448235159544 31.767643255403783)
LA,31.66571383865032,-93.00493606026221,2017-12-05,Cane River Creole NHP,POINT (-93.00493606026221 31.66571383865032)
TX,31.608016015491604,-97.17604404492596,2017-12-07,Waco Mammoth NM,POINT (-97.17604404492596 31.608016015491604)
AZ,31.56828583742228,-111.05097372145596,,Tumacacori NHP,POINT (-111.05097372145596 31.56828583742228)
MS,31.555117946093567,-91.41234386494534,2017-12-05,Natchez NHP,POINT (-91.41234386494534 31.555117946093567)
AZ,31.348304883610044,-110.25380577260728,,Coronado NMem,POINT (-110.25380577260728 31.348304883610044)
GA,31.225107772442644,-81.39206227361005,2019-05-25,Fort Frederica NM,POINT (-81.39206227361005 31.225107772442644)
GA,30.84833796185664,-81.4545023495757,2019-05-25,Cumberland Island NS,POINT (-81.4545023495757 30.84833796185664)
TX,30.59919755644444,-103.89528065426806,2017-12-20,Fort Davis NHS,POINT (-103.89528065426806 30.59919755644444)
TX,30.458625743118528,-94.38729007732147,2017-12-06,Big Thicket NPres,POINT (-94.38729007732147 30.458625743118528)
FL,30.454934739889342,-81.44967024142197,2019-05-26,Timucuan EHPreserve,POINT (-81.44967024142197 30.454934739889342)
FL,30.38523898117681,-81.49805788752775,2019-05-26,Fort Caroline NMem,POINT (-81.49805788752775 30.38523898117681)
MS,30.3570861223782,-87.0357011912012,2017-12-01,Gulf Islands NS,POINT (-87.0357011912012 30.3570861223782)
TX,30.30681265935992,-104.0222380302915,2017-12-20,Blackwell School NHS,POINT (-104.0222380302915 30.30681265935992)
TX,30.243551607192924,-98.60866843491597,2017-12-07,Lyndon B Johnson NHP,POINT (-98.60866843491597 30.243551607192924)
LA,29.960042268171502,-90.06088390668914,2017-12-02,New Orleans Jazz NHP,POINT (-90.06088390668914 29.960042268171502)
FL,29.90102236565814,-81.31226736592902,2019-05-26,Castillo de San Marcos NM,POINT (-81.31226736592902 29.90102236565814)
LA,29.81087137659588,-90.13394258486508,2017-12-02,Jean Lafitte NHP&Pres,POINT (-90.13394258486508 29.81087137659588)
FL,29.716302643676983,-81.23862860756006,2019-05-26,Fort Matanzas NM,POINT (-81.23862860756006 29.716302643676983)
TX,29.613944470361403,-102.73736666474916,2017-12-17,Rio Grande WSR,POINT (-102.73736666474916 29.613944470361403)
TX,29.46726464739574,-100.9883945504542,2017-12-17,Amistad NRA,POINT (-100.9883945504542 29.46726464739574)
TX,29.329821562472024,-98.45347913595715,2017-12-16,San Antonio Missions NHP,POINT (-98.45347913595715 29.329821562472024)
TX,29.25153819248617,-103.25001827837691,2017-12-17,Big Bend NP,POINT (-103.25001827837691 29.25153819248617)
FL,28.796834738258887,-80.76006416946832,2019-12-22,Canaveral NS,POINT (-80.76006416946832 28.796834738258887)
FL,27.52460509886887,-82.64340427475565,2019-12-26,De Soto NMem,POINT (-82.64340427475565 27.52460509886887)
TX,27.08627597574708,-97.38411526965062,2017-12-08,Padre Island NS,POINT (-97.38411526965062 27.08627597574708)
FL,26.049706854121258,-81.07578553564811,2019-12-22,Big Cypress NPres,POINT (-81.07578553564811 26.049706854121258)
TX,26.018016465001296,-97.47898065431656,2017-12-10,Palo Alto Battlefield NHP,POINT (-97.47898065431656 26.018016465001296)
FL,25.61069155388161,-80.19687771558291,2019-12-22,Biscayne NP,POINT (-80.19687771558291 25.61069155388161)
FL,25.47677157671784,-80.88595589209235,2019-12-22,Everglades NP,POINT (-80.88595589209235 25.47677157671784)
FL,24.633968405637216,-82.8734914487529,2019-12-25,Dry Tortugas NP,POINT (-82.8734914487529 24.633968405637216)
HI,21.390279031707244,-158.05810964850176,,Honouliuli NHS,POINT (-114.11621929700351 25.363474353902312)
HI,21.367947081906653,-157.9388892425156,,Pearl Harbor NMem,POINT (-113.87777848503117 25.32551003924131)
HI,21.193378009609937,-156.96663569830332,,Kalaupapa NHP,POINT (-111.93327139660664 25.028742616336892)
HI,20.728288535954057,-156.15643618107651,,Haleakala NP,POINT (-110.31287236215303 24.238090511121896)
HI,20.02606480514125,-155.82188023655408,,Pu'ukohola Heiau NHS,POINT (-109.64376047310816 23.044310168740125)
HI,19.678258975192513,-156.02163653630075,,Kaloko-Honokohau NHP,POINT (-110.0432730726015 22.453040257827272)
HI,19.556020900995943,-155.4743123921899,,Hawaii Volcanoes NP,POINT (-108.94862478437977 22.245235531693105)
HI,19.409351115574168,-155.90255421719624,,Pu'uhonua O Honaunau NHP,POINT (-109.80510843439248 21.995896896476083)
PR,18.4750503734245,-66.12333840402411,,San Juan NHS,POINT (-65.30834601006028 23.187625933561254)
VI,18.36742755467638,-64.75126556759922,,Virgin Islands NP,POINT (-71.5075934055953 26.204565328058276)
VI,18.300555028845825,-64.69713339288002,,Virgin Islands Coral Reef NM,POINT (-71.1828003572801 25.803330173074944)
VI,17.786628479419395,-64.62188475568158,,Buck Island Reef NM,POINT (-70.73130853408944 22.719770876516368)
VI,17.7758811938846,-64.75606700895979,,Salt River Bay NHP&EP,POINT (-71.53640205375875 22.655287163307605)
VI,17.7474331310613,-64.7023289181468,,Christiansted NHS,POINT (-71.21397350888083 22.484598786367798)
MP,15.216135803103242,145.71952746888888,,American Memorial Park,POINT (-136.4207087966667 42.82420370465486)
GU,13.426206246220213,144.69533281091287,,War in the Pacific NHP,POINT (-136.52333594543563 37.13103123110106)
AS,-14.25181901032019,-170.68671837448667,,National Park of American Samoa NP,POINT (-131.43359187243337 36.74090494839905)
