,name,latitude,longitude,values,date
399,Theodore Roosevelt NP,46.99816055244905,-103.54799587681327,0.0,0
400,Thomas Edison NHP,30.45540602,-81.44993524,0.0,20190526
401,Thomas Jefferson Memorial,35.19877502,-85.62902037,0.0,20151003
402,Thomas Stone NHS,41.88778534,-121.3770423,0.0,20190703
403,Timpanagos Cave NM,34.25588721,-88.73710868,0.0,20171124
404,Timucuan Ecological and Historical Preserve,32.45734364,-85.680126,0.0,20160130
405,Tonto NM,33.64883366530531,-111.11368996606912,0.0,0
406,Trail of Tears NHT,32.430065,-85.70674707,0.0,20160124
407,Tule Lake NM,38.54065015,-77.01891996,0.0,20151011
408,Tule Springs Fossil Beds NM,36.33634030506516,-115.2786277206856,0.0,0
409,Tumacacori NHP,31.568285837422277,-111.05097372145596,0.0,0
410,Tupelo NB,41.62702675,-75.05011336,0.0,20160918
411,Tuskegee Airmen NHS,35.83312502,-106.4870292,0.0,20181012
412,Tuskegee Institute NHS,40.10020636,-75.44598854,0.0,20160326
413,Tuzigoot NM,34.769234145664775,-112.02682396108088,0.0,0
414,Ulysses S. Grant NHS,38.55145648971306,-90.35175170727464,0.0,0
415,Underground Railroad Network,41.79704336,-73.94262064,0.0,20160919
416,Upper Delaware Scene and Recreational River,32.35525032,-90.84540659,0.0,20171130
417,Valles Caldera NPres,38.89197989,-77.04772381,0.0,20151226
418,Valley Forge NHP,31.6070115,-97.17591394,0.0,20171207
419,Vanderbilt NHS,38.88973863,-77.03516473,0.0,20151226
420,Vicksburg NMP,42.09449253,-71.26957904,0.0,20160912
421,Vietnam Veterans Memonial,35.61698719,-99.68640853,0.0,20171222
422,Virgin Islands Coral Reef NM,18.300555028845825,-64.69713339288002,0.0,0
423,Virgin Islands NP,18.36742755467638,-64.75126556759922,0.0,0
424,Voyageurs NP,48.49728276771524,-92.84936472456582,0.0,0
425,Waco Mammoth NM,46.04189055,-118.4638939,0.0,20210714
426,Walnut Canyon NM,35.16940616822444,-111.5044420167335,0.0,0
427,War in the Pacific NHP,13.426206246220213,144.69533281091287,0.0,0
428,Washington Monument,39.11970634,-84.50825971,0.0,20181006
429,Washington-Rochambeau Revolutionary Route NHT,37.11665086,-93.41998376,0.0,20171126
430,Washita Battlefield NM,43.5781519,-103.4373833,0.0,20181123
431,Weir Farm NHP,41.25777423800236,-73.45599708943593,0.0,0
432,Whiskeytown-Shasta-Trinity NRA,40.61378394081933,-122.60099281457956,0.0,0
433,President's Park-The White House,37.52698011,-77.41214963,0.0,20151011
434,White Sands NP,32.83313815668474,-106.33868624096068,0.0,0
435,Whitman Mission NHS,42.91129781,-76.80003003,0.0,20160919
436,William Howard Taft NHS,38.89685506,-77.03258102,0.0,20151226
437,Wilson's Creek NB,38.88958984,-77.04061205,0.0,20151226
438,Wind Cave NP,36.01822972,-75.66798457,0.0,20151024
439,Wolf Trap National Park for the Performing Arts,38.939402941549545,-77.26615056782424,0.0,0
440,Womens Rights NHP,44.61521586,-110.5618383,0.0,20150522
441,World War 1 Memorial,38.89687390768802,-77.03292131186517,0.0,0
442,World War II Memorial,38.88949764654867,-77.0405499177578,0.0,0
443,Wrangell-St. Elias NP NPres,61.28282201506475,-142.89384237349654,0.0,0
444,Wright Brothers NM,36.01705597857926,-75.66813561778213,0.0,0
445,Wupatki NM,35.56042848172072,-111.39348709384416,0.0,0
446,Yellowstone NP,44.68939377098025,-110.580043488868,0.0,0
447,Yosemite NP,37.90586066110149,-119.5541019052134,0.0,0
448,Yucca House NM,37.25174562033068,-108.68580913172984,0.0,0
449,Yukon-Charley Rivers NPres,64.97181265699774,-143.29073746461393,0.0,0
450,Zion NP,37.31643555428096,-113.03070742173874,0.0,0
