submap,latitude,longitude,label_latitude,label_longitude,date,name
SC,35.139083,-81.3910390,35.438662,-81.0521250,20150718,Kings Mountain NMP
SC,35.137886,-81.8177390,35.137886,-81.8177390,20150718,Cowpens NB
NM,35.124621,-106.752593,35.124621,-106.752593,,Petroglyph NM
CA,35.123652,-115.520452,35.123652,-115.520452,20160511,Mojave NPres
NM,35.118987,-107.828723,35.118987,-107.828723,,El Malpais NM
AZ,35.069265,-109.782272,35.069265,-109.782272,,Petrified Forest NP
TN,35.051624,-85.3093560,35.051624,-85.3093560,20151003,Trail of Tears NHT
NM,35.040218,-108.343962,35.040218,-108.343962,,El Morro NM
AL,34.979203,-85.8098840,34.979203,-85.8098840,20151003,Russell Cave NM
GA,34.934043,-85.2801340,34.934043,-85.2801340,20151003,Chickamauga and Chattanooga NMP
AZ,34.769234,-112.026824,34.769234,-112.026824,,Tuzigoot NM
AR,34.738206,-92.2974880,34.738206,-92.2974880,20171129,Little Rock Central High School NHS
NC,34.643039,-76.5265970,34.643039,-76.5265970,20150601,Cape Lookout NS
AZ,34.611862,-111.834874,34.611862,-111.834874,,Montezuma Castle NM
NM,34.595732,-106.297935,34.595732,-106.297935,,Salinas Pueblo Missions NM
AR,34.532424,-93.0723960,34.532424,-93.0723960,20171129,Hot Springs NP
MS,34.506680,-88.7289310,34.506680,-88.7289310,20171124,Brices Gross Roads NBS
OK,34.461846,-97.0070280,34.461846,-97.0070280,20171223,Chickasaw NRA
NC,34.458687,-78.1104400,34.458687,-78.1104400,20150531,Moores Creek NB
AL,34.417061,-85.6016460,34.417061,-85.6016460,20151003,Little River Canyon NPres
CA,34.258768,-119.797719,34.258768,-119.797719,20160508,Channel Islands NP
MS,34.255973,-88.7370210,34.255973,-88.7370210,20171124,Tupelo NB
CA,34.205254,-118.735617,34.205254,-118.735617,20160509,Juan Bautista de Anza NHT
SC,34.147243,-82.0230120,34.147243,-82.0230120,20150823,Ninety Six NHS
CA,34.104670,-118.602639,34.104670,-118.602639,20160509,Santa Monica Mountains NRA
GA,34.018900,-78.5153810,34.018900,-78.5153810,20150531,Gullah Geechee NHA
AR,34.015566,-91.3444590,34.015566,-91.3444590,20171130,Arkansas Post NMem
GA,33.988092,-84.3241260,33.988092,-84.3241260,20151004,Chattahoochee River NRA
MS,33.971347,-90.3697430,33.971347,-90.3697430,20171130,Emmett Till and Mamie Till-Mobley NM
GA,33.951792,-84.5965090,33.951792,-84.5965090,20151004,Kennesaw Mountain NBP
CA,33.930481,-115.916070,33.930481,-115.916070,20160510,Joshua Tree NP
SC,33.800847,-80.7482920,33.800847,-80.7482920,20160912,Congaree NP
TN,33.767358,-89.0188030,33.767358,-89.0188030,20171124,Natchez Trace PKWY
GA,33.757146,-84.3731960,33.757146,-84.3731960,20171124,Martin Luther King Jr. NHP
AR,33.668742,-93.5963170,33.668742,-93.5963170,20171129,President Bill Clinton Birthplace Home NHS
AL,33.658423,-85.8311290,33.658423,-85.8311290,20171124,Freedom Riders NM
AZ,33.648834,-111.113690,33.648834,-111.113690,,Tonto NM
NM,33.227950,-108.270750,33.227950,-108.270750,,Gila Cliff Dwellings NM
AZ,33.189373,-111.922490,33.189373,-111.922490,,Hohokam Pima NM
AZ,32.999092,-111.532418,32.999092,-111.532418,,Casa Grande Ruins NM
AL,32.976706,-85.7337740,32.976706,-85.7337740,20160130,Horseshoe Bend NMP
SC,32.846451,-79.8247280,33.142756,-79.0144310,20160501,Charles Pinckney NHS
NV,32.833138,-106.338686,32.833138,-106.338686,,White Sands NP
GA,32.818838,-83.5907660,32.818838,-83.5907660,20160131,Ocmulgee NHP
SC,32.759811,-79.8578750,32.595197,-76.9768200,20160501,Fort Sumter and Fort Moultrie NHP
CA,32.672937,-117.241751,32.672937,-117.241751,,Cabrillo NM
LA,32.637298,-91.4034220,32.637298,-91.4034220,20171130,Poverty Point NM
AL,32.457659,-85.6801900,32.764957,-84.6845160,20160130,Tuskegee Airmen NHS
SC,32.433213,-80.6710720,32.433213,-80.6710720,20190527,Reconstruction Era NHP
AL,32.430205,-85.7067470,32.268325,-87.2399630,20160129,Tuskegee Institute NHS
MS,32.355548,-90.8452180,32.355548,-90.8452180,20171130,Vicksburg NMP
MS,32.341126,-90.2126870,32.341126,-90.2126870,20171130,Medgar and Myrlie Evers Home NM
AZ,32.204677,-110.618925,32.204677,-110.618925,,Saguaro NP
GA,32.201468,-84.1303060,32.201468,-84.1303060,20160131,Andersonville NHS
NM,32.176221,-104.553314,32.176221,-104.553314,20171221,Carlsbad Caverns NP
AZ,32.145159,-109.436028,32.145159,-109.436028,,Fort Bowie NHS
GA,32.037286,-84.3925120,32.037286,-84.3925120,20160131,Jimmy Carter NHP
NM,32.028373,-112.832130,32.028373,-112.832130,,Organ Pipe Cactus NM
GA,32.027864,-80.8906370,32.027864,-80.8906370,20190527,Fort Pulaski NM
AZ,32.012907,-109.341677,32.012907,-109.341677,,Chiricahua NM
TX,31.958912,-104.869592,31.958912,-104.869592,20171221,Guadalupe Mountains NP
TX,31.767643,-106.454482,31.767643,-106.454482,,Chamizal NMem
LA,31.665714,-93.0049360,31.665714,-93.0049360,20171205,Cane River Creole NHP
TX,31.608016,-97.1760440,31.608016,-97.1760440,20171207,Waco Mammoth NM
AZ,31.568286,-111.050974,31.568286,-111.050974,,Tumacacori NHP
MS,31.555118,-91.4123440,31.555118,-91.4123440,20171205,Natchez NHP
AZ,31.348305,-110.253806,31.348305,-110.253806,,Coronado NMem
GA,31.225108,-81.3920620,31.225108,-81.3920620,20190525,Fort Frederica NM
GA,30.848338,-81.4545020,30.848338,-81.4545020,20190525,Cumberland Island NS
TX,30.599198,-103.895281,30.599198,-103.895281,20171220,Fort Davis NHS
TX,30.458626,-94.3872900,30.458626,-94.3872900,20171206,Big Thicket NPres
FL,30.454935,-81.4496700,30.636011,-81.3371290,20190526,Timucuan EHPreserve
FL,30.385239,-81.4980580,30.220625,-79.7649230,20190526,Fort Caroline NMem
MS,30.357086,-87.0357010,30.357086,-87.0357010,20171201,Gulf Islands NS
TX,30.306813,-104.022238,30.306813,-104.022238,20171220,Blackwell School NHS
TX,30.243552,-98.6086680,30.243552,-98.6086680,20171207,Lyndon B Johnson NHP
LA,29.960042,-90.0608840,29.960042,-90.0608840,20171202,New Orleans Jazz NHP
FL,29.901022,-81.3122670,29.901022,-81.3122670,20190526,Castillo de San Marcos NM
LA,29.810871,-90.1339430,29.810871,-90.1339430,20171202,Jean Lafitte NHP&Pres
FL,29.716303,-81.2386290,29.716303,-81.2386290,20190526,Fort Matanzas NM
TX,29.613944,-102.737367,29.613944,-102.737367,20171217,Rio Grande WSR
TX,29.467265,-100.988395,29.467265,-100.988395,20171217,Amistad NRA
TX,29.329822,-98.4534790,29.329822,-98.4534790,20171216,San Antonio Missions NHP
TX,29.251538,-103.250018,29.251538,-103.250018,20171217,Big Bend NP
FL,28.796835,-80.7600640,28.796835,-80.7600640,20191222,Canaveral NS
FL,27.524605,-82.6434040,27.524605,-82.6434040,20191226,De Soto NMem
TX,27.086276,-97.3841150,27.086276,-97.3841150,20171208,Padre Island NS
FL,26.049707,-81.0757860,26.049707,-81.0757860,20191222,Big Cypress NPres
TX,26.018016,-97.4789810,26.018016,-97.4789810,20171210,Palo Alto Battlefield NHP
FL,25.610692,-80.1968780,25.610692,-80.1968780,20191222,Biscayne NP
FL,25.476772,-80.8859560,25.476772,-80.8859560,20191222,Everglades NP
FL,24.633968,-82.8734910,24.633968,-82.8734910,20191225,Dry Tortugas NP
HI,21.390279,-158.058110,25.363474,-114.116220,,Honouliuli NHS
HI,21.367947,-157.938889,25.325510,-113.877778,,Pearl Harbor NMem
HI,21.193378,-156.966636,25.028743,-111.933272,,Kalaupapa NHP
HI,20.728289,-156.156436,24.238091,-110.312872,,Haleakala NP
HI,20.026065,-155.821880,23.044310,-109.643760,,Pu'ukohola Heiau NHS
HI,19.678259,-156.021637,22.453040,-110.043274,,Kaloko-Honokohau NHP
HI,19.556021,-155.474312,22.245236,-108.948624,,Hawaii Volcanoes NP
HI,19.409351,-155.902554,21.995897,-109.805108,,Pu'uhonua O Honaunau NHP
PR,18.475050,-66.1233380,23.187625,-65.3083450,,San Juan NHS
VI,18.367428,-64.7512660,26.204568,-71.5075960,,Virgin Islands NP
VI,18.300555,-64.6971330,25.803330,-71.1827980,,Virgin Islands Coral Reef NM
VI,17.786628,-64.6218850,22.719768,-70.7313100,,Buck Island Reef NM
VI,17.775881,-64.7560670,22.655286,-71.5364020,,Salt River Bay NHP&EP
VI,17.747433,-64.7023290,22.484598,-71.2139740,,Christiansted NHS
MP,15.216136,145.7195270,42.824204,-136.420710,,American Memorial Park
GU,13.426206,144.6953330,37.131030,-136.523335,,War in the Pacific NHP
AS,-14.25182,-170.686720,36.740900,-131.433600,,National Park of American Samoa NP
